Code,Name,ListingDate,Shares,ListingBoard,Sector,LastPrice,MarketCap,MinutesFirstAdded,MinutesLastUpdated,HourlyFirstAdded,HourlyLastUpdated,DailyFirstAdded,DailyLastUpdated
INCF,Indo Komoditi Korpora Tbk.,2016-09-06,1438370465,Pengembangan,Basic Materials,56,80548746040,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2016-09-06,2022-10-14
INCI,Intanwijaya Internasional Tbk,1990-07-24,196121237,Utama,Basic Materials,660,129440016420,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
INCO,Vale Indonesia Tbk.,1990-05-16,9936338720,Utama,Basic Materials,6700,66573469424000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
INDF,Indofood Sukses Makmur Tbk.,1994-07-14,8780426500,Utama,Consumer Non-Cyclicals,6050,53121580325000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
INDO,Royalindo Investa Wijaya Tbk.,2020-01-13,4356525519,Pengembangan,Properties & Real Estate,110,479217807090,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2020-01-13,2022-10-14
INDR,Indo-Rama Synthetics Tbk.,1990-08-03,654351707,Utama,Consumer Cyclicals,6950,4547744363650,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
INDS,Indospring Tbk.,1990-08-10,656249710,Utama,Consumer Cyclicals,2020,1325624414200,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
INDX,Tanah Laut Tbk,2001-05-17,437913588,Pengembangan,Industrials,236,103347606768,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-05-17,2022-10-14
INDY,Indika Energy Tbk.,2008-06-11,5210192000,Utama,Energy,3150,16412104800000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2008-06-11,2022-10-14
INKP,Indah Kiat Pulp & Paper Tbk.,1990-07-16,5470982941,Utama,Basic Materials,8825,48281424454325,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
INOV,Inocycle Technology Group Tbk.,2019-07-10,1808221900,Pengembangan,Consumer Cyclicals,131,236877068900,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2019-07-10,2022-10-14
INPC,Bank Artha Graha Internasional,1990-08-23,20021178779,Utama,Financials,83,1661757838657,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
INPP,Indonesian Paradise Property T,2004-01-12,11181971732,Pengembangan,Properties & Real Estate,366,4092601653912,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2004-01-12,2022-10-14
INPS,Indah Prakasa Sentosa Tbk.,2018-04-06,650000000,Pengembangan,Energy,870,565500000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2018-04-06,2022-10-14
INRU,Toba Pulp Lestari Tbk.,1990-06-18,1388883283,Pengembangan,Basic Materials,700,972218298100,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
INTA,Intraco Penta Tbk.,1993-08-23,3343935022,Pengembangan,Industrials,74,247451191628,2021-11-01 09:00:00,2022-06-03 15:59:00,2020-04-16 09:00:00,2022-06-03 16:00:00,2001-04-16,2022-10-14
INTD,Inter Delta Tbk,1989-12-18,591828000,Pengembangan,Basic Materials,196,115998288000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
INTP,Indocement Tunggal Prakarsa Tb,1989-12-05,3681231699,Utama,Basic Materials,9050,33315146875950,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
IPAC,Era Graharealty Tbk.,2021-06-30,949868500,Akselerasi,Properties & Real Estate,125,118733562500,2021-11-01 09:00:00,2022-10-14 15:59:00,2021-06-30 09:00:00,2022-10-14 16:00:00,2021-06-30,2022-10-14
IPCC,Indonesia Kendaraan Terminal T,2018-07-09,1818384820,Utama,Infrastructures,500,909192410000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2018-07-09,2022-10-14
IPCM,Jasa Armada Indonesia Tbk.,2017-12-22,5284811100,Utama,Infrastructures,270,1426898997000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2017-12-22,2022-10-14
IPOL,Indopoly Swakarsa Industry Tbk,2010-07-09,6443379509,Utama,Basic Materials,150,966506926350,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2010-07-09,2022-10-14
IPPE,Indo Pureco Pratama Tbk.,2021-12-09,4600000000,Pengembangan,Consumer Non-Cyclicals,164,754400000000,2021-12-09 09:00:00,2022-10-14 15:59:00,2021-12-09 09:00:00,2022-10-14 16:00:00,2021-12-09,2022-10-14
IPTV,MNC Vision Networks Tbk.,2019-07-08,42197950841,Utama,Consumer Cyclicals,84,3544627870644,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2019-07-08,2022-10-14
IRRA,Itama Ranoraya Tbk.,2019-10-15,1600000000,Pengembangan,Healthcare,1095,1752000000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2019-10-15,2022-10-14
ISAT,Indosat Tbk.,1994-10-19,8062702740,Utama,Infrastructures,6275,50593459693500,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
ISSP,Steel Pipe Industry of Indones,2013-02-22,7185992035,Utama,Basic Materials,270,1940217849450,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2013-02-22,2022-10-14
ITIC,Indonesian Tobacco Tbk.,2019-07-04,940720000,Pengembangan,Consumer Non-Cyclicals,294,276571680000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2019-07-04,2022-10-14
ITMA,Sumber Energi Andalan Tbk.,1990-12-10,870701000,Pengembangan,Energy,1135,988245635000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
ITMG,Indo Tambangraya Megah Tbk.,2007-12-18,1129925000,Utama,Energy,42125,47598090625000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2007-12-18,2022-10-14
JARR,Jhonlin Agro Raya Tbk.,2022-08-04,8000000000,Pengembangan,Consumer Non-Cyclicals,346,2768000000000,2022-08-04 09:00:00,2022-10-14 15:59:00,2022-08-04 09:00:00,2022-10-14 16:00:00,2022-08-04,2022-10-14
JAST,Jasnita Telekomindo Tbk.,2019-05-16,813626700,Pengembangan,Infrastructures,97,78921789900,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2019-05-16,2022-10-14
JAWA,Jaya Agra Wattie Tbk.,2011-05-30,3774685500,Utama,Consumer Non-Cyclicals,132,498258486000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2011-05-30,2022-10-14
JAYA,Armada Berjaya Trans Tbk.,2019-02-21,750000210,Pengembangan,Transportation & Logistic,109,81750022890,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2019-02-21,2022-10-14
JECC,Jembo Cable Company Tbk.,1992-11-18,151200000,Pengembangan,Industrials,4840,731808000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
JGLE,Graha Andrasentra Propertindo ,2016-06-29,22581909405,Pengembangan,Consumer Cyclicals,50,1129095470250,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2016-06-29,2022-10-14
JIHD,Jakarta International Hotels &,1984-02-29,2329040482,Pengembangan,Consumer Cyclicals,350,815164168700,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
JKON,Jaya Konstruksi Manggala Prata,2007-12-04,16308519860,Utama,Infrastructures,156,2544129098160,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2007-12-04,2022-10-14
JKSW,Jakarta Kyoei Steel Works Tbk.,1997-08-06,150000000,Pengembangan,Basic Materials,,,,,,,2001-04-16,2022-10-14
JMAS,Asuransi Jiwa Syariah Jasa Mit,2017-12-18,1000000000,Pengembangan,Financials,108,108000000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2017-12-18,2022-10-14
JPFA,Japfa Comfeed Indonesia Tbk.,1989-10-23,11726575201,Utama,Consumer Non-Cyclicals,1395,16358572405395,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
JRPT,Jaya Real Property Tbk.,1994-06-29,13750000000,Utama,Properties & Real Estate,458,6297500000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
JSKY,Sky Energy Indonesia Tbk.,2018-03-28,2032540000,Utama,Energy,52,105692080000,2021-11-01 09:00:00,2022-07-29 15:59:00,2020-04-16 09:00:00,2022-07-29 16:00:00,2018-03-28,2022-10-14
JSMR,Jasa Marga (Persero) Tbk.,2007-11-12,7257871200,Utama,Infrastructures,3290,23878396248000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2007-11-12,2022-10-14
JSPT,Jakarta Setiabudi Internasiona,1998-01-12,2318736000,Pengembangan,Consumer Cyclicals,840,1947738240000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-07 16:00:00,2001-04-16,2022-10-14
JTPE,Jasuindo Tiga Perkasa Tbk.,2002-04-16,1713012500,Pengembangan,Industrials,280,479643500000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2002-04-16,2022-10-14
KAEF,Kimia Farma Tbk.,2001-07-04,5554000000,Utama,Healthcare,1205,6692570000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-07-04,2022-10-14
KARW,ICTSI Jasa Prima Tbk.,1994-12-20,587152700,Pengembangan,Infrastructures,73,42862147100,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
KAYU,Darmi Bersaudara Tbk.,2019-07-04,665000000,Pengembangan,Basic Materials,50,33250000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2019-07-04,2022-10-14
KBAG,Karya Bersama Anugerah Tbk.,2020-04-08,7150001509,Pengembangan,Properties & Real Estate,50,357500075450,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2020-04-08,2022-10-14
KBLI,KMI Wire & Cable Tbk.,1992-07-06,4007235107,Utama,Industrials,292,1170112651244,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
KBLM,Kabelindo Murni Tbk.,1992-06-01,1120000000,Pengembangan,Industrials,242,271040000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
KBLV,First Media Tbk.,2000-02-25,1742167907,Pengembangan,Infrastructures,158,275262529306,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
KBRI,Kertas Basuki Rachmat Indonesi,2008-07-11,8687995734,Pengembangan,Basic Materials,,,,,,,2008-07-11,2022-10-14
KDSI,Kedawung Setia Industrial Tbk.,1996-07-29,405000000,Pengembangan,Basic Materials,965,390825000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
KEEN,Kencana Energi Lestari Tbk.,2019-09-02,3666312500,Utama,Infrastructures,700,2566418750000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2019-09-02,2022-10-14
KEJU,Mulia Boga Raya Tbk.,2019-11-25,1500000000,Pengembangan,Consumer Non-Cyclicals,1500,2250000000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2019-11-25,2022-10-14
KIAS,Keramika Indonesia Assosiasi T,1994-12-08,14929100000,Pengembangan,Industrials,50,746455000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
KICI,Kedaung Indah Can Tbk,1993-10-28,276000000,Utama,Consumer Cyclicals,196,54096000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
KIJA,Kawasan Industri Jababeka Tbk.,1995-01-10,20824888369,Utama,Properties & Real Estate,151,3144558143719,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
KINO,Kino Indonesia Tbk.,2015-12-11,1428571500,Utama,Consumer Non-Cyclicals,2140,3057143010000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2015-12-11,2022-10-14
KIOS,Kioson Komersial Indonesia Tbk,2017-10-05,717239900,Pengembangan,Technology,540,387309546000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2017-10-05,2022-10-14
KJEN,Krida Jaringan Nusantara Tbk.,2019-07-01,500000000,Pengembangan,Transportation & Logistic,230,115000000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2019-07-01,2022-10-14
KKES,Kusuma Kemindo Sentosa Tbk.,2022-08-08,1500000000,Pengembangan,Basic Materials,164,246000000000,2022-08-08 09:00:00,2022-10-14 15:59:00,2022-08-08 09:00:00,2022-10-14 16:00:00,2022-08-08,2022-10-14
KKGI,Resource Alam Indonesia Tbk.,1991-07-01,5000000000,Utama,Energy,615,3075000000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
KLBF,Kalbe Farma Tbk.,1991-07-30,46875122110,Utama,Healthcare,1845,86484600292950,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
KLIN,Klinko Karya Imaji Tbk.,2022-08-09,1307500000,Akselerasi,Consumer Cyclicals,49,64067500000,2022-08-09 09:00:00,2022-10-14 15:59:00,2022-08-09 09:00:00,2022-10-14 16:00:00,2022-08-09,2022-10-14
KMDS,Kurniamitra Duta Sentosa Tbk.,2020-09-07,800000000,Pengembangan,Consumer Non-Cyclicals,540,432000000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-09-07 09:00:00,2022-10-14 16:00:00,2020-09-07,2022-10-14
KMTR,Kirana Megatara Tbk.,2017-06-19,8215366379,Pengembangan,Basic Materials,260,2135995258540,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2017-06-19,2022-10-14
KOBX,Kobexindo Tractors Tbk.,2012-07-05,2272500000,Utama,Industrials,412,936270000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2012-07-05,2022-10-14
KOIN,Kokoh Inti Arebama Tbk,2008-04-09,980843732,Pengembangan,Industrials,142,139279809944,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2008-04-09,2022-10-14
KONI,Perdana Bangun Pusaka Tbk,1995-08-22,312000000,Pengembangan,Industrials,2040,636480000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
KOPI,Mitra Energi Persada Tbk.,2015-05-04,697266668,Pengembangan,Energy,520,362578667360,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2015-05-04,2022-10-14
KOTA,DMS Propertindo Tbk.,2019-07-09,10546185701,Utama,Properties & Real Estate,50,527309285050,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2019-07-09,2022-10-14
KPAL,Steadfast Marine Tbk.,2018-06-08,1069009400,Utama,Industrials,50,53450470000,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2018-06-08,2022-10-14
KPAS,Cottonindo Ariesta Tbk.,2018-10-05,768043253,Pengembangan,Consumer Non-Cyclicals,62,47618681686,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2018-10-05,2022-10-14
KPIG,MNC Land Tbk.,2000-03-30,80625726664,Pengembangan,Consumer Cyclicals,83,6691935313112,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
KRAH,Grand Kartech Tbk.,2013-11-08,971190000,Pengembangan,Industrials,436,423438840000,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2013-11-08,2022-10-14
KRAS,Krakatau Steel (Persero) Tbk.,2010-11-10,19346396900,Utama,Basic Materials,378,7312938028200,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2010-11-10,2022-10-14
KREN,Kresna Graha Investama Tbk.,2002-06-28,18208470100,Utama,Technology,50,910423505000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2002-06-28,2022-10-14
KRYA,Bangun Karya Perkasa Jaya Tbk.,2022-07-25,1625000000,Pengembangan,Infrastructures,324,526500000000,2022-07-25 09:00:00,2022-10-14 15:59:00,2022-07-25 09:00:00,2022-10-14 16:00:00,2022-07-25,2022-10-14
KUAS,Ace Oldfields Tbk.,2021-10-25,1292570540,Pengembangan,Industrials,78,100820502120,2021-11-01 09:00:00,2022-10-14 15:59:00,2021-10-25 09:00:00,2022-10-14 16:00:00,2021-10-25,2022-10-14
LABA,Ladangbaja Murni Tbk.,2021-06-10,1000118550,Pengembangan,Industrials,144,144017071200,2021-11-01 09:00:00,2022-10-14 15:59:00,2021-06-10 09:00:00,2022-10-14 16:00:00,2021-06-10,2022-10-14
LAND,Trimitra Propertindo Tbk.,2018-08-23,2792620000,Pengembangan,Properties & Real Estate,56,156386720000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2018-08-23,2022-10-14
LAPD,Leyand International Tbk.,2001-07-17,3966350139,Pengembangan,Infrastructures,50,198317506950,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-07-17,2022-10-14
LCGP,Eureka Prima Jakarta Tbk.,2007-07-13,5630000914,Pengembangan,Properties & Real Estate,,,,,,,2007-07-13,2022-10-14
LCKM,LCK Global Kedaton Tbk.,2018-01-16,1000000000,Pengembangan,Infrastructures,306,306000000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2018-01-16,2022-10-14
LEAD,Logindo Samudramakmur Tbk.,2013-12-11,4049616328,Utama,Energy,99,400912016472,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2013-12-11,2022-10-14
LFLO,Imago Mulia Persada Tbk.,2021-04-07,1307734937,Akselerasi,Consumer Cyclicals,64,83695035968,2021-11-01 09:00:00,2022-10-14 15:59:00,2021-04-07 09:00:00,2022-10-14 16:00:00,2021-04-07,2022-10-14
LIFE,Asuransi Jiwa Sinarmas MSIG Tb,2019-07-09,2100000000,Utama,Financials,5575,11707500000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2019-07-09,2022-10-14
LINK,Link Net Tbk.,2014-06-02,2863195484,Utama,Infrastructures,2550,7301148484200,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2014-06-02,2022-10-14
LION,Lion Metal Works Tbk.,1993-08-20,520160000,Utama,Industrials,406,211184960000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
LMAS,Limas Indonesia Makmur Tbk,2001-12-28,787851525,Pengembangan,Technology,50,39392576250,2021-11-01 09:00:00,2022-07-29 15:59:00,2020-04-16 09:00:00,2022-07-29 16:00:00,2001-12-28,2022-10-14
LMPI,Langgeng Makmur Industri Tbk.,1994-10-17,1008517669,Pengembangan,Consumer Cyclicals,145,146235062005,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
LMSH,Lionmesh Prima Tbk.,1990-06-04,96000000,Pengembangan,Basic Materials,685,65760000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
LPCK,Lippo Cikarang Tbk,1997-07-24,2679600000,Utama,Properties & Real Estate,1095,2934162000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
LPGI,Lippo General Insurance Tbk.,1997-07-22,150000000,Utama,Financials,5100,765000000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
LPIN,Multi Prima Sejahtera Tbk,1990-02-05,425000000,Pengembangan,Consumer Cyclicals,388,164900000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
LPKR,Lippo Karawaci Tbk.,1996-06-28,70898018369,Utama,Properties & Real Estate,101,7160699855269,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
LPLI,Star Pacific Tbk,1989-10-23,1170432803,Pengembangan,Properties & Real Estate,272,318357722416,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
LPPF,Matahari Department Store Tbk.,1989-10-09,2626148780,Utama,Consumer Cyclicals,4110,10793471485800,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
LPPS,Lenox Pasifik Investama Tbk.,1994-03-28,2588250000,Pengembangan,Financials,86,222589500000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
LRNA,Eka Sari Lorena Transport Tbk.,2014-04-15,350000022,Pengembangan,Transportation & Logistic,185,64750004070,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2014-04-15,2022-10-14
LSIP,PP London Sumatra Indonesia Tb,1996-07-05,6822863965,Utama,Consumer Non-Cyclicals,1045,7129892843425,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
LTLS,Lautan Luas Tbk.,1997-07-21,1560000000,Utama,Basic Materials,1275,1989000000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
LUCK,Sentral Mitra Informatika Tbk.,2018-11-28,715749640,Pengembangan,Technology,177,126687686280,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2018-11-28,2022-10-14
LUCY,Lima Dua Lima Tiga Tbk.,2021-05-05,1035000200,Akselerasi,Consumer Cyclicals,165,170775033000,2021-11-01 09:00:00,2022-10-14 15:59:00,2021-05-05 09:00:00,2022-10-14 16:00:00,2021-05-05,2022-10-14
MABA,Marga Abhinaya Abadi Tbk.,2017-06-22,15365229912,Pengembangan,Consumer Cyclicals,,,,,,,2017-06-22,2022-10-14
MAGP,Multi Agro Gemilang Plantation,2013-01-16,9000000004,Pengembangan,Consumer Non-Cyclicals,50,450000000200,2021-11-01 09:00:00,2022-07-15 15:59:00,2020-04-16 09:00:00,2022-07-15 16:00:00,2013-01-16,2022-10-14
MAIN,Malindo Feedmill Tbk.,2006-02-10,2238750000,Utama,Consumer Non-Cyclicals,535,1197731250000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2006-02-10,2022-10-14
MAMI,Mas Murni Indonesia Tbk,1994-02-09,12299117590,Utama,Consumer Cyclicals,50,614955879500,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-10-14
MAPA,Map Aktif Adiperkasa Tbk.,2018-07-05,2850400000,Pengembangan,Consumer Cyclicals,2700,7696080000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2018-07-05,2022-10-14
MAPB,MAP Boga Adiperkasa Tbk.,2017-06-21,2170922900,Pengembangan,Consumer Cyclicals,1900,4124753510000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2017-06-21,2022-10-14
MAPI,Mitra Adiperkasa Tbk.,2004-11-10,16600000000,Utama,Consumer Cyclicals,1190,19754000000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2004-11-10,2022-10-14
MARI,Mahaka Radio Integra Tbk.,2016-02-11,5252644000,Pengembangan,Consumer Cyclicals,111,583043484000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2016-02-11,2022-10-14
MARK,Mark Dynamics Indonesia Tbk.,2017-07-12,3800000310,Utama,Industrials,675,2565000209250,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2017-07-12,2022-10-14
MASA,Multistrada Arah Sarana Tbk.,2005-06-09,9182946945,Utama,Consumer Cyclicals,2370,21763584259650,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2005-06-09,2022-10-14
MASB,Bank Multiarta Sentosa Tbk.,2021-06-30,1226910070,Pengembangan,Financials,3530,4330992547100,2021-11-01 09:00:00,2022-10-14 15:59:00,2021-06-30 09:00:00,2022-10-14 16:00:00,2021-06-30,2022-10-14
